,LipidProbe,gene_name,logFC,pvalue,hit_annotation
5464,1-10 FA,MTHFD1,-0.433780302,0.005579288,no hit
5465,1-10 FA,PPP4R3A,-0.414282149,0.005635936,no hit
5466,1-10 FA,ETHE1,0.38798172,0.005663318,no hit
5467,1-10 FA,USP5,-0.693282531,0.005834492,no hit
5468,1-10 FA,GOLGB1,0.546279919,0.006013922,no hit
5469,1-10 FA,KIF20B,0.449838142,0.006027937,no hit
5470,1-10 FA,NASP,-0.681103191,0.006082568,no hit
5471,1-10 FA,ERH,0.414870297,0.006104173,no hit
5472,1-10 FA,PCBP2,-0.396083156,0.006178232,no hit
5473,1-10 FA,MGEA5,-0.569276798,0.006235202,no hit
5474,1-10 FA,XPO7,-0.444285874,0.006251157,no hit
5475,1-10 FA,STRAP,-0.492877518,0.006254116,no hit
5476,1-10 FA,SDF4,0.441894046,0.006343622,no hit
5477,1-10 FA,PPA1,-0.943761384,0.006346645,no hit
5478,1-10 FA,LANCL2,-0.445603408,0.006540664,no hit
5479,1-10 FA,P4HA1,0.431774188,0.006565224,no hit
5480,1-10 FA,SRSF6,0.51837415,0.006726765,no hit
5481,1-10 FA,CAPNS1,-0.829611128,0.006861023,no hit
5482,1-10 FA,PTER,-0.665449635,0.006920865,no hit
5483,1-10 FA,KIF5B,-0.488335924,0.006926585,no hit
5484,1-10 FA,ABCF2,-0.480891418,0.006978414,no hit
5485,1-10 FA,CCAR2,0.446710584,0.007099072,no hit
5486,1-10 FA,PLOD2,0.398213876,0.00712301,no hit
5487,1-10 FA,IARS,-0.340175878,0.007202476,no hit
5488,1-10 FA,HSPA9,0.438892665,0.007223627,no hit
5489,1-10 FA,PPP2R2A,-0.780760002,0.007294132,no hit
5490,1-10 FA,SCP2,0.405694787,0.007317286,no hit
5491,1-10 FA,RABGGTB,-0.6658562,0.007400434,no hit
5492,1-10 FA,SEH1L,0.338614168,0.007414605,no hit
5493,1-10 FA,PARN,0.518626736,0.007441097,no hit
5494,1-10 FA,GSTP1,-1.038847579,0.007482584,no hit
5495,1-10 FA,ACOT9,0.443944002,0.007519037,no hit
5496,1-10 FA,USO1,-0.448449659,0.007562793,no hit
5497,1-10 FA,UGGT1,0.370587702,0.007704367,no hit
5498,1-10 FA,UBB|UBC|RPS27A|UBA52,1.111247454,0.007725564,enriched hit
5499,1-10 FA,PPIB,0.755917048,0.007743456,enriched hit
5500,1-10 FA,HSD17B10,0.383442635,0.007774858,no hit
5501,1-10 FA,MTPAP,0.600409786,0.007817075,enriched hit
5502,1-10 FA,CNP,0.556251417,0.007907247,no hit
5503,1-10 FA,P4HA2,0.379817214,0.007991242,no hit
5504,1-10 FA,TRIM28,-0.344712796,0.008119309,no hit
5505,1-10 FA,RPS12,-0.356131976,0.008212964,no hit
5506,1-10 FA,NDUFS3,0.538805382,0.008462129,no hit
5507,1-10 FA,H2AFY,0.396678673,0.008558467,no hit
5508,1-10 FA,OTUB1,-0.636457977,0.008760862,no hit
5509,1-10 FA,TBRG4,0.65936678,0.008783024,enriched hit
5510,1-10 FA,DDX17,0.301689756,0.008809025,no hit
5511,1-10 FA,ANP32E,-0.807976363,0.008821154,no hit
5512,1-10 FA,PPP5C,-0.622599335,0.008893,no hit
5513,1-10 FA,APP,0.434898376,0.00894992,no hit
5514,1-10 FA,PARVA,-0.393949745,0.009021955,no hit
5515,1-10 FA,HAT1,-0.461576872,0.0091028,no hit
5516,1-10 FA,DDX21,0.345544285,0.009112266,no hit
5517,1-10 FA,SET,-0.670104024,0.009139828,no hit
5518,1-10 FA,ENO1,-0.643580755,0.009143755,no hit
5519,1-10 FA,DNAJB11,0.522610666,0.009196891,no hit
5520,1-10 FA,RPLP1,-0.491353674,0.009250898,no hit
5521,1-10 FA,PTGES3,-0.892731181,0.0092704,no hit
5522,1-10 FA,YWHAH,-0.58946785,0.009422484,no hit
5523,1-10 FA,MAP4,-0.633427058,0.009515012,no hit
5524,1-10 FA,XPOT,-0.534972878,0.009562469,no hit
5525,1-10 FA,ETF1,-0.468431811,0.00974933,no hit
5526,1-10 FA,PLD3,0.336167468,0.009859442,no hit
5527,1-10 FA,PYGL,-0.354679373,0.010150828,no hit
5528,1-10 FA,SSB,-0.710119286,0.010163948,no hit
5529,1-10 FA,ANP32A,-0.708326245,0.010186276,no hit
5530,1-10 FA,GRPEL1,0.439288716,0.01051476,no hit
5531,1-10 FA,ALDH18A1,0.455061503,0.010710653,no hit
5532,1-10 FA,UBA6,-0.526697413,0.010824328,no hit
5533,1-10 FA,SARNP,0.410860701,0.010956783,no hit
5534,1-10 FA,ALDH4A1,0.462824461,0.011457271,no hit
5535,1-10 FA,HSPH1,-0.532228054,0.011457947,no hit
5536,1-10 FA,DSTN,-0.508591213,0.011494906,no hit
5537,1-10 FA,HEXIM1,-0.394297809,0.011540135,no hit
5538,1-10 FA,YLPM1,0.392889102,0.01156233,no hit
5539,1-10 FA,STK24,-0.528721407,0.011644585,no hit
5540,1-10 FA,SERBP1,-0.366513568,0.011652507,no hit
5541,1-10 FA,SOD2,0.867365878,0.011662618,enriched candidate
5542,1-10 FA,ATP6V1E1,0.305840602,0.011753701,no hit
5543,1-10 FA,COA7,0.544654954,0.011779736,no hit
5544,1-10 FA,BLMH,-0.573523593,0.011870367,no hit
5545,1-10 FA,PSMC2,-0.330629127,0.011873573,no hit
5546,1-10 FA,NUP58,0.536722185,0.011972502,no hit
5547,1-10 FA,HNRNPD,0.391014145,0.012099596,no hit
5548,1-10 FA,YWHAQ,-0.616078298,0.012185516,no hit
5549,1-10 FA,DDX18,0.441829745,0.012334443,no hit
5550,1-10 FA,PLS3,-0.407264288,0.012344472,no hit
5551,1-10 FA,TXNRD1,-0.561525658,0.012364583,no hit
5552,1-10 FA,NSUN2,-0.365882808,0.012388705,no hit
5553,1-10 FA,SRM,-1.142245523,0.012597756,no hit
5554,1-10 FA,ATIC,-0.50780166,0.012628063,no hit
5555,1-10 FA,RBMX,0.377768677,0.012938693,no hit
5556,1-10 FA,PRDX6,-1.256493901,0.013187913,no hit
5557,1-10 FA,LDHB,-0.685128065,0.013188204,no hit
5558,1-10 FA,CNDP2,-0.821467504,0.013192023,no hit
5559,1-10 FA,EEF1B2,-0.697894166,0.013326359,no hit
5560,1-10 FA,RARS,-0.312831195,0.013358157,no hit
5561,1-10 FA,LMAN1,0.497141522,0.013422691,no hit
5562,1-10 FA,TOMM70,0.375617981,0.013438912,no hit
5563,1-10 FA,LMNB2,0.495538893,0.013483851,no hit
5564,1-10 FA,DLG1,0.337720876,0.013563252,no hit
5565,1-10 FA,UFD1L,-0.405488315,0.013576055,no hit
5566,1-10 FA,PPID,-0.64057653,0.013850386,no hit
5567,1-10 FA,ANP32B,-0.646268839,0.013862059,no hit
5568,1-10 FA,EEF1A1|EEF1A1P5,-0.724781761,0.013909016,no hit
5569,1-10 FA,BPNT1,-0.579016442,0.013944652,no hit
5570,1-10 FA,IDH3A,0.318743715,0.014064517,no hit
5571,1-10 FA,NAE1,-0.661271423,0.014117139,no hit
5572,1-10 FA,ATXN10,-0.479000217,0.014341884,no hit
5573,1-10 FA,ATP6V1B2,0.279559918,0.014342456,no hit
5574,1-10 FA,PUS1,0.342083787,0.014343246,no hit
5575,1-10 FA,PLOD1,0.428266737,0.01437385,no hit
5576,1-10 FA,BZW1,-0.414525922,0.014552324,no hit
5577,1-10 FA,HMGCL,0.419898666,0.014564085,no hit
5578,1-10 FA,TTF2,-0.381947629,0.014713665,no hit
5579,1-10 FA,OLA1,-0.334034362,0.014718698,no hit
5580,1-10 FA,UBE3A,-0.439718524,0.014792352,no hit
5581,1-10 FA,GSS,-0.806664661,0.014811864,no hit
5582,1-10 FA,PSMD2,-0.425027214,0.014822675,no hit
5583,1-10 FA,GLRX5,0.29151004,0.014979944,no hit
5584,1-10 FA,SART3,-0.304073815,0.015059128,no hit
5585,1-10 FA,NDUFS1,0.289821226,0.015092656,no hit
5586,1-10 FA,PDHA1,0.322298867,0.015217467,no hit
5587,1-10 FA,RSL1D1,0.356481483,0.015224333,no hit
5588,1-10 FA,MATR3,0.364451208,0.015458463,no hit
5589,1-10 FA,ATP5A1,0.318891952,0.015550537,no hit
5590,1-10 FA,ZFR,0.301754742,0.015731863,no hit
5591,1-10 FA,ERAP1,0.383727676,0.015946855,no hit
5592,1-10 FA,ALDH3A2,0.491713906,0.016007049,no hit
5593,1-10 FA,DLAT,0.324190315,0.01613617,no hit
5594,1-10 FA,CYB5R3,0.617047373,0.016263136,enriched candidate
5595,1-10 FA,COPE,-0.367235379,0.016289284,no hit
5596,1-10 FA,ESD,-0.86391527,0.016345205,no hit
5597,1-10 FA,PPIF,0.538155507,0.016744458,no hit
5598,1-10 FA,PEBP1,-0.80808656,0.016765521,no hit
5599,1-10 FA,RPS11,-0.26259542,0.01683283,no hit
5600,1-10 FA,CAPN1,-0.451884835,0.016843584,no hit
5601,1-10 FA,HSPD1,0.561707188,0.01689801,no hit
5602,1-10 FA,OTULIN,-0.482224315,0.016916562,no hit
5603,1-10 FA,SNRPA1,0.272196933,0.017337238,no hit
5604,1-10 FA,CALML5,3.320539125,0.017393204,enriched candidate
5605,1-10 FA,RPS6KA3,-0.403522026,0.017410321,no hit
5606,1-10 FA,HNRNPA2B1,0.446982816,0.017599463,no hit
5607,1-10 FA,NUDT5,-0.640787228,0.017777959,no hit
5608,1-10 FA,HNRNPUL2-BSCL2|HNRNPUL2,0.314125901,0.017785284,no hit
5609,1-10 FA,RACK1,-0.419316771,0.017909686,no hit
5610,1-10 FA,STAT1,-0.591934784,0.017952084,no hit
5611,1-10 FA,H6PD,0.444731967,0.018204025,no hit
5612,1-10 FA,RAB14,0.421262367,0.018449854,no hit
5613,1-10 FA,RBM8A,0.425879022,0.018470753,no hit
5614,1-10 FA,DNAJA1,-0.450652274,0.018740396,no hit
5615,1-10 FA,BLVRA,-0.646037293,0.018792855,no hit
5616,1-10 FA,P4HB,0.429427901,0.018944678,no hit
5617,1-10 FA,RPSA,-0.364975802,0.019123337,no hit
5618,1-10 FA,UAP1,-0.718878234,0.01930955,no hit
5619,1-10 FA,UCHL1,-1.06445614,0.019333819,no hit
5620,1-10 FA,GDI1,-0.784534006,0.019453568,no hit
5621,1-10 FA,DNAJC3,0.407825242,0.019924717,no hit
5622,1-10 FA,AARS,-0.984857248,0.019933768,no hit
5623,1-10 FA,PITPNB,-0.651781791,0.019996146,no hit
5624,1-10 FA,HNRNPL,0.402932084,0.020066146,no hit
5625,1-10 FA,ARHGDIA,-0.647846912,0.020200991,no hit
5626,1-10 FA,PDCD6IP,-0.484331835,0.020561007,no hit
5627,1-10 FA,PSMD11,-0.305511497,0.020587687,no hit
5628,1-10 FA,PFKP,-0.777431924,0.020739013,no hit
5629,1-10 FA,PGD,-0.620579941,0.02073994,no hit
5630,1-10 FA,DARS2,0.320728799,0.020890215,no hit
5631,1-10 FA,PPP1R7,-0.827637969,0.021167438,no hit
5632,1-10 FA,PABPN1|BCL2L2,0.330305965,0.021256087,no hit
5633,1-10 FA,NUTF2,-0.504181837,0.021300093,no hit
5634,1-10 FA,PSMD3,-0.400454408,0.021646786,no hit
5635,1-10 FA,PSMA5,-0.405016238,0.021650394,no hit
5636,1-10 FA,RANBP2,0.435395606,0.021929884,no hit
5637,1-10 FA,PES1,0.453755208,0.022104467,no hit
5638,1-10 FA,GLDC,0.345716557,0.022246968,no hit
5639,1-10 FA,FKBP4,-0.513723444,0.022290935,no hit
5640,1-10 FA,NOP58,0.419877942,0.022531749,no hit
5641,1-10 FA,COPZ1,-0.409693873,0.022549658,no hit
5642,1-10 FA,EEF1G,-0.506508162,0.022727596,no hit
5643,1-10 FA,SHMT2,0.353164853,0.022799223,no hit
5644,1-10 FA,GSPT1,-0.393037051,0.023005627,no hit
5645,1-10 FA,LRPPRC,0.422911704,0.023355958,no hit
5646,1-10 FA,NXN,-0.525872028,0.023410531,no hit
5647,1-10 FA,GNA11|GNAQ,0.420974681,0.023562941,no hit
5648,1-10 FA,EIF4A3,0.282275438,0.023788322,no hit
5649,1-10 FA,LMNB1,0.418517077,0.023918538,no hit
5650,1-10 FA,EXOSC10,0.311030992,0.024033632,no hit
5651,1-10 FA,LONP1,0.540697501,0.024201316,no hit
5652,1-10 FA,PNPT1,0.413145426,0.024260697,no hit
5653,1-10 FA,BCAT1,-0.923537763,0.024361577,no hit
5654,1-10 FA,CDC5L,0.464912339,0.024513156,no hit
5655,1-10 FA,PC,0.303896363,0.024660178,no hit
5656,1-10 FA,SF3B3,0.493726825,0.024662993,no hit
5657,1-10 FA,HK2,0.314389969,0.024841245,no hit
5658,1-10 FA,HNRNPAB,0.430849647,0.024886468,no hit
5659,1-10 FA,UBR4,-0.340494838,0.025231178,no hit
5660,1-10 FA,POLR1B,0.386771269,0.025240491,no hit
5661,1-10 FA,MARS,-0.254909696,0.025398867,no hit
5662,1-10 FA,SGTA,-0.551481667,0.025435185,no hit
5663,1-10 FA,DPYSL3,-0.354119059,0.025452219,no hit
5664,1-10 FA,MRPL38,0.471498521,0.025566263,no hit
5665,1-10 FA,MAGOH|MAGOHB,0.348706934,0.02579518,no hit
5666,1-10 FA,GLB1,0.263625023,0.025994589,no hit
5667,1-10 FA,CSTF3,0.323936675,0.026307119,no hit
5668,1-10 FA,RNH1,-0.757129228,0.026445526,no hit
5669,1-10 FA,ANXA1,-0.574019212,0.026595421,no hit
5670,1-10 FA,MTHFD1L,0.425002942,0.026612752,no hit
5671,1-10 FA,PMPCB,0.260150694,0.026898093,no hit
5672,1-10 FA,RBM39,0.354358537,0.027126303,no hit
5673,1-10 FA,GUSB,0.333293775,0.027143554,no hit
5674,1-10 FA,GOLGA2,0.407082933,0.027243636,no hit
5675,1-10 FA,TAGLN2,-0.635546384,0.027317182,no hit
5676,1-10 FA,PCBP1,-0.309381093,0.027318753,no hit
5677,1-10 FA,PPP1R9A,0.381644752,0.027327404,no hit
5678,1-10 FA,MRPL19,0.396723423,0.027338837,no hit
5679,1-10 FA,GLUD1,0.37918808,0.027449227,no hit
5680,1-10 FA,PSMC1,-0.300271462,0.027560766,no hit
5681,1-10 FA,LARS2,0.257351195,0.027638049,no hit
5682,1-10 FA,TKT,-0.856227705,0.027696384,no hit
5683,1-10 FA,COQ9,0.288383524,0.027871933,no hit
5684,1-10 FA,WDR75,0.563814347,0.0279915,no hit
5685,1-10 FA,ADH5,-0.61384802,0.028044364,no hit
5686,1-10 FA,QARS,-0.350683769,0.028423214,no hit
5687,1-10 FA,MRPS23,0.232302809,0.028774449,no hit
5688,1-10 FA,TROVE2,-0.452564001,0.029291084,no hit
5689,1-10 FA,HIST1H1E|HIST1H1D|HIST1H1C,0.467914988,0.029375147,no hit
5690,1-10 FA,AKR1A1,-0.66286024,0.029468976,no hit
5691,1-10 FA,OPA1,0.39239512,0.029601068,no hit
5692,1-10 FA,LMNA,0.391309466,0.029621251,no hit
5693,1-10 FA,PSMB5,-0.299181007,0.029874704,no hit
5694,1-10 FA,DDX56,0.280060996,0.030058427,no hit
5695,1-10 FA,PSMB2,-0.311601528,0.030245632,no hit
5696,1-10 FA,MSH2,-0.282695875,0.03034053,no hit
5697,1-10 FA,RPS9,-0.369266835,0.030524845,no hit
5698,1-10 FA,YWHAE,-0.686679365,0.030657512,no hit
5699,1-10 FA,PPP2CB,-0.250127292,0.030690702,no hit
5700,1-10 FA,IDH2,0.358123275,0.031086035,no hit
5701,1-10 FA,CRNKL1,0.308562713,0.031121993,no hit
5702,1-10 FA,PSPC1,0.238126033,0.031243986,no hit
5703,1-10 FA,RAD23B,-0.630582123,0.03130928,no hit
5704,1-10 FA,CPSF2,0.364839421,0.031393848,no hit
5705,1-10 FA,EEF2,-0.720920941,0.031733131,no hit
5706,1-10 FA,HSDL2,0.374691464,0.031869,no hit
5707,1-10 FA,ACADSB,0.335460703,0.0319292,no hit
5708,1-10 FA,ASNS,-0.637522657,0.032052237,no hit
5709,1-10 FA,MTPN,-0.63980234,0.032146962,no hit
5710,1-10 FA,CFL1,-0.402857613,0.032589912,no hit
5711,1-10 FA,ADSS,-0.587452575,0.032813796,no hit
5712,1-10 FA,CENPV,0.586465068,0.032882857,enriched candidate
5713,1-10 FA,SRSF1,0.353331505,0.033004368,no hit
5714,1-10 FA,PLS1,-0.400022597,0.0330316,no hit
5715,1-10 FA,MAP2K2,-0.611950839,0.033184342,no hit
5716,1-10 FA,GFM1,0.354500171,0.033391413,no hit
5717,1-10 FA,DRG1,-0.300800454,0.033565185,no hit
5718,1-10 FA,MCM5,-0.489710504,0.033659288,no hit
5719,1-10 FA,CUL3,-0.288669712,0.033660538,no hit
5720,1-10 FA,POR,0.302725395,0.033819474,no hit
5721,1-10 FA,PSMA6,-0.499891561,0.034246743,no hit
5722,1-10 FA,MUT,0.351887602,0.034388364,no hit
5723,1-10 FA,WAPL|WAPAL,0.419234457,0.034522785,no hit
5724,1-10 FA,RPA1,-0.366053099,0.03484104,no hit
5725,1-10 FA,ANXA2,0.411774489,0.034893394,no hit
5726,1-10 FA,WDR43,0.462933817,0.035090473,no hit
5727,1-10 FA,PPM1G,-0.656970084,0.035213282,no hit
5728,1-10 FA,CKB,-0.746564471,0.035681408,no hit
5729,1-10 FA,TTLL12,-0.426733834,0.035760616,no hit
5730,1-10 FA,TTC38,-0.55133879,0.035793111,no hit
5731,1-10 FA,CUL5,-0.376204079,0.035802568,no hit
5732,1-10 FA,COPB1,-0.327947253,0.035839226,no hit
5733,1-10 FA,FH,0.360136389,0.036101128,no hit
5734,1-10 FA,TPR,0.259836293,0.036896458,no hit
5735,1-10 FA,CS,0.308091468,0.036992717,no hit
5736,1-10 FA,TJP1,0.343418362,0.037275725,no hit
5737,1-10 FA,PRDX3,0.453089119,0.0376226,no hit
5738,1-10 FA,PRKAR1A,-0.247190813,0.037832791,no hit
5739,1-10 FA,BUB3,-0.443927888,0.038335093,no hit
5740,1-10 FA,RPL23,-0.273754656,0.038439605,no hit
5741,1-10 FA,DNAJA2,-0.333914637,0.03852002,no hit
5742,1-10 FA,HNRNPA1,0.385820692,0.03871704,no hit
5743,1-10 FA,GPI,-0.637747088,0.039044907,no hit
5744,1-10 FA,DBN1,0.342504042,0.039121607,no hit
5745,1-10 FA,NAXE,-0.436552219,0.039339724,no hit
5746,1-10 FA,TCEB2,-0.409729793,0.039427862,no hit
5747,1-10 FA,DAP3,0.548739753,0.039968125,no hit
5748,1-10 FA,PRPF40A,0.29539252,0.040218231,no hit
5749,1-10 FA,H1F0,0.467223843,0.040220061,no hit
5750,1-10 FA,OGDH,0.270553764,0.040599722,no hit
5751,1-10 FA,RMDN3,0.389769454,0.040649518,no hit
5752,1-10 FA,SRGAP2,-0.285775079,0.040822718,no hit
5753,1-10 FA,DDX39A,0.391978425,0.040957708,no hit
5754,1-10 FA,PYGB,-0.34533638,0.041693158,no hit
5755,1-10 FA,ADSL,-0.504212332,0.041930088,no hit
5756,1-10 FA,ATP1A1,0.605336718,0.041999557,enriched candidate
5757,1-10 FA,PMM2,-0.468477887,0.042220576,no hit
5758,1-10 FA,CARM1,-0.34726179,0.042528516,no hit
5759,1-10 FA,CLP1,0.28079513,0.042869361,no hit
5760,1-10 FA,BAZ1B,0.443313758,0.043118689,no hit
5761,1-10 FA,HIP1,0.268779529,0.043733785,no hit
5762,1-10 FA,LGMN,0.308040556,0.043805025,no hit
5763,1-10 FA,PPP1R9B,0.297962201,0.044171692,no hit
5764,1-10 FA,UQCRC2,0.34905634,0.044290371,no hit
5765,1-10 FA,CNBP,-0.357912589,0.044386843,no hit
5766,1-10 FA,USP9X,-0.219492648,0.044416159,no hit
5767,1-10 FA,SYNE1,0.251591723,0.044578678,no hit
5768,1-10 FA,KDELC2,0.372424764,0.045178958,no hit
5769,1-10 FA,EFL1,-0.452368992,0.045293574,no hit
5770,1-10 FA,DYNC1H1,-0.262589852,0.045324969,no hit
5771,1-10 FA,GALE,-0.506607164,0.045393163,no hit
5772,1-10 FA,GNL2,0.386766529,0.045433127,no hit
5773,1-10 FA,PSMD1,-0.254288129,0.046172308,no hit
5774,1-10 FA,LRP1,0.369221248,0.046413916,no hit
5775,1-10 FA,EIF4G1,-0.366871498,0.046425596,no hit
5776,1-10 FA,BCCIP,-0.33493453,0.046774088,no hit
5777,1-10 FA,YWHAZ,-0.665312944,0.04706518,no hit
5778,1-10 FA,SCFD1,0.277815628,0.047091782,no hit
5779,1-10 FA,FAT1,0.22080868,0.047992672,no hit
5780,1-10 FA,CENPF,0.344862217,0.049023509,no hit
5781,1-10 FA,GNAS,0.823593221,0.049052554,enriched candidate
5782,1-10 FA,RPS8,-0.307208861,0.049174437,no hit
5783,1-10 FA,NAT10,0.347842291,0.049287801,no hit
5784,1-10 FA,SDAD1,0.338595431,0.049450395,no hit
5785,1-10 FA,EIF5,-0.429736716,0.049704749,no hit
5786,1-10 FA,SQSTM1,0.241405794,0.04972306,no hit
5787,1-10 FA,AKR1B1,-0.862684962,0.050317443,no hit
5788,1-10 FA,CAP1,-0.366618942,0.050641788,no hit
5789,1-10 FA,PPP3CA,-0.366509137,0.050835631,no hit
5790,1-10 FA,PPL,0.33664615,0.050874542,no hit
5791,1-10 FA,GNS,0.256847776,0.051146008,no hit
5792,1-10 FA,PPP1CC,0.26731452,0.051777114,no hit
5793,1-10 FA,HECTD1,-0.261317332,0.051927952,no hit
5794,1-10 FA,GRB2,-0.442859286,0.052935739,no hit
5795,1-10 FA,YWHAB,-0.558711411,0.052985098,no hit
5796,1-10 FA,UBE2N,-0.382114247,0.053111726,no hit
5797,1-10 FA,ETFB,0.205251589,0.053236046,no hit
5798,1-10 FA,PHLDB2,0.381412298,0.053263383,no hit
5799,1-10 FA,NT5C2,-0.56339482,0.05328159,no hit
5800,1-10 FA,CLYBL,0.316776645,0.053772765,no hit
5801,1-10 FA,ECH1,0.413927504,0.0538099,no hit
5802,1-10 FA,POLR2H,0.267828625,0.054026313,no hit
5803,1-10 FA,OSBPL1A,-0.452433768,0.054364001,no hit
5804,1-10 FA,TLN2,-0.246124876,0.055093534,no hit
5805,1-10 FA,PDIA4,0.506301889,0.055434282,no hit
5806,1-10 FA,ACAT1,0.265533389,0.056059811,no hit
5807,1-10 FA,NDUFV1,0.272579332,0.056139631,no hit
5808,1-10 FA,ACO2,0.312915391,0.056187522,no hit
5809,1-10 FA,DDX23,0.309445947,0.056240303,no hit
5810,1-10 FA,NOL11,0.266556338,0.056312016,no hit
5811,1-10 FA,ATP6V1A,0.235742559,0.056470173,no hit
5812,1-10 FA,HNRNPA0,0.439247248,0.056659469,no hit
5813,1-10 FA,CBX3,0.685795893,0.05720862,enriched candidate
5814,1-10 FA,RAP1GDS1,-0.453726307,0.057483736,no hit
5815,1-10 FA,TBC1D15,-0.259923057,0.057506457,no hit
5816,1-10 FA,UHRF1,0.412136902,0.057601921,no hit
5817,1-10 FA,PSME1,-0.315032274,0.057911992,no hit
5818,1-10 FA,HNRNPM,0.301595157,0.058017445,no hit
5819,1-10 FA,CUL4A,-0.267457941,0.058138666,no hit
5820,1-10 FA,THOC1,0.393581246,0.058160926,no hit
5821,1-10 FA,VIM,0.362088475,0.058282936,no hit
5822,1-10 FA,WDR61,-0.301742143,0.058471558,no hit
5823,1-10 FA,RAB2A|DKFZp313C1541|RAB2B,0.289655058,0.058631425,no hit
5824,1-10 FA,PRMT1,-0.205718639,0.059082161,no hit
5825,1-10 FA,DST,0.346308277,0.059171436,no hit
5826,1-10 FA,PYCR1,0.288838891,0.060370535,no hit
5827,1-10 FA,SAE1,-0.482430994,0.060601036,no hit
5828,1-10 FA,PGM2,-0.470697555,0.060857404,no hit
5829,1-10 FA,ETFA,-0.269624684,0.061429751,no hit
5830,1-10 FA,EIF4A2,-0.429357829,0.062151625,no hit
5831,1-10 FA,IDH1,-0.576388796,0.06278058,no hit
5832,1-10 FA,BASP1,0.376160822,0.06314609,no hit
5833,1-10 FA,PTMA,-0.741537137,0.063675457,no hit
5834,1-10 FA,FARSB,-0.436642095,0.063830983,no hit
5835,1-10 FA,HSPB1,-0.599708658,0.064176895,no hit
5836,1-10 FA,EIF6,-0.312087859,0.064204969,no hit
5837,1-10 FA,DDX27,0.272962336,0.064638511,no hit
5838,1-10 FA,PFN2,-0.406076969,0.065407412,no hit
5839,1-10 FA,S100A10,0.303212443,0.066068398,no hit
5840,1-10 FA,F8W031,0.409399032,0.067689346,no hit
5841,1-10 FA,ANXA5,-1.269327347,0.067856589,no hit
5842,1-10 FA,ERP44,0.43016686,0.06842589,no hit
5843,1-10 FA,SEC24C,-0.222998937,0.068483354,no hit
5844,1-10 FA,RPL5,-0.352067073,0.068621836,no hit
5845,1-10 FA,TALDO1,-0.679940184,0.069059694,no hit
5846,1-10 FA,EIF5B,-0.261426428,0.069851684,no hit
5847,1-10 FA,THOP1,-0.498367021,0.069974233,no hit
5848,1-10 FA,PSMB7,-0.416056146,0.070825936,no hit
5849,1-10 FA,PPP2R1A,-0.233526722,0.070953129,no hit
5850,1-10 FA,DIEXF,0.251280772,0.071232759,no hit
5851,1-10 FA,MRPL20,0.272230346,0.071452753,no hit
5852,1-10 FA,CTPS1,-0.444117607,0.071576592,no hit
5853,1-10 FA,IMPDH2,-0.437487955,0.072242503,no hit
5854,1-10 FA,CANX,0.342902134,0.072467767,no hit
5855,1-10 FA,THOC2,0.344169865,0.072813285,no hit
5856,1-10 FA,EIF3B,-0.25075037,0.073344706,no hit
5857,1-10 FA,ACTR1A,-0.292681777,0.073457255,no hit
5858,1-10 FA,GOT2,0.218713032,0.073681357,no hit
5859,1-10 FA,AK2,0.270823784,0.073929108,no hit
5860,1-10 FA,RMDN1,0.201035268,0.074511914,no hit
5861,1-10 FA,NAGLU,0.285299022,0.074528686,no hit
5862,1-10 FA,WDR3,0.314801522,0.075050991,no hit
5863,1-10 FA,RPLP2,-0.695762445,0.075823513,no hit
5864,1-10 FA,A2M,0.675634117,0.076456235,enriched candidate
5865,1-10 FA,DHX9,0.390776828,0.076728104,no hit
5866,1-10 FA,SPTBN1,0.214962505,0.077465194,no hit
5867,1-10 FA,TFRC,0.306709333,0.077562029,no hit
5868,1-10 FA,ENO3,-0.470702054,0.077687122,no hit
5869,1-10 FA,GFAP,0.287615388,0.078884536,no hit
5870,1-10 FA,SNRNP200,0.243353246,0.079311109,no hit
5871,1-10 FA,FDPS,-0.285676563,0.079513155,no hit
5872,1-10 FA,GLOD4,-0.526260764,0.080200345,no hit
5873,1-10 FA,CSE1L,-0.536492303,0.080845694,no hit
5874,1-10 FA,TGM3,0.659608275,0.080923706,enriched candidate
5875,1-10 FA,PRMT5,-0.26333273,0.081185648,no hit
5876,1-10 FA,EPRS,-0.319509501,0.081266043,no hit
5877,1-10 FA,GOLIM4,0.363196104,0.081597597,no hit
5878,1-10 FA,WDR77,-0.292617624,0.082290892,no hit
5879,1-10 FA,VDAC1,0.463969909,0.08260764,no hit
5880,1-10 FA,EIF4G2,-0.243421417,0.083312032,no hit
5881,1-10 FA,CORO1C,0.223161784,0.083815158,no hit
5882,1-10 FA,ITGB1,0.344520507,0.084273616,no hit
5883,1-10 FA,CBR1,-0.55241564,0.084315207,no hit
5884,1-10 FA,STIP1,-0.316943652,0.084495541,no hit
5885,1-10 FA,DDX5,0.389032617,0.084653055,no hit
5886,1-10 FA,PML,0.233082364,0.084992637,no hit
5887,1-10 FA,TLN1,-0.24977225,0.085891482,no hit
5888,1-10 FA,TXN,-0.439382415,0.086296165,no hit
5889,1-10 FA,GLRX3,-0.36123887,0.08672158,no hit
5890,1-10 FA,HSPE1,0.326898675,0.086944875,no hit
5891,1-10 FA,WDR1,-0.294261277,0.087997941,no hit
5892,1-10 FA,ITGB3,0.425216379,0.088224782,no hit
5893,1-10 FA,SMU1,0.279822611,0.088413701,no hit
